Dataline,Play,ActSceneLine,PlayerLine,split,modern_line_v1,modern_line_final,method,annotator_id,reviewer_id,status,quality_score,confidence,context_window,reference_source,notes,last_updated_utc,row_type,ambiguity_flag,alignment_status,reject_reason
25164,Coriolanus,1.6.73,"By all the battles wherein we have fought,",train,"By all the battles wherein we have fought,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Their very heart of hope. || I do beseech you, || By all the battles wherein we have fought, || By the blood we have shed together, by the vows || We have made to endure friends, that you directly",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=6|line=73,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
25179,Coriolanus,1.6.88,"Wherein you see me smear'd, if any fear",train,"Wherein you see me smear'd, if any fear",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"That most are willing. If any such be here-- || As it were sin to doubt--that love this painting || Wherein you see me smear'd, if any fear || Lesser his person than an ill report, || If any think brave death outweighs bad life",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=6|line=88,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
25227,Coriolanus,1.8.13,"Wherein thou seest me mask'd, for thy revenge",train,"Wherein you se me mask'd, for your revenge",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Alone I fought in your Corioli walls, || And made what work I pleased: 'tis not my blood || Wherein thou seest me mask'd, for thy revenge || Wrench up thy power to the highest. || Wert thou the Hector",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=8|line=13,fallback_mode=true | unresolved_lexicon:wherein | applied=\bthou\b->you:1;\bthy\b->your:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
25353,Coriolanus,1.10.3,Condition!,train,Condition!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"The town is ta'en! || 'Twill be deliver'd back on good condition. || Condition! || I would I were a Roman, for I cannot, || Being a Volsce, be that I am. Condition!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=10|line=3,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
25494,Coriolanus,2.1.102,approbation.,train,approbation.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Ha! Marcius coming home! || Ay, worthy Menenius, and with most prosperous || approbation. || Take my cap, Jupiter, and I thank thee. Hoo! || Marcius coming home!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=1|line=102,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
25524,Coriolanus,2.1.132,"has letters from the general, wherein he gives my",train,"has letters from the general, wherein he gives my",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"that's in them. Is the senate possessed of this? || Good ladies, let's go. Yes, yes, yes, the senate || has letters from the general, wherein he gives my || son the whole name of the war: he hath in this || action outdone his former deeds doubly",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=1|line=132,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
25932,Coriolanus,2.3.41,"particulars, wherein every one of us has a single",train,"particulars, wherein every one of us has a single",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"come by him where he stands, by ones, by twos, and || by threes. He's to make his requests by || particulars, wherein every one of us has a single || honour, in giving him our own voices with our own || tongues: therefore follow me, and I direct you how",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=3|line=41,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
26067,Coriolanus,2.3.164,Certainly,train,Certainly,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Amen, sir: to my poor unworthy notice, || He mock'd us when he begg'd our voices. || Certainly || He flouted us downright. || No,'tis his kind of speech: he did not mock us.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=3|line=164,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
26232,Coriolanus,3.1.40,"Stop,",train,"Stop,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Tribunes, give way, he shall to the market-place. || The people are incensed against him. || Stop, || Or all will fall in broil. || Are these your herd?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=40,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
26279,Coriolanus,3.1.87,"Therein behold themselves: I say again,",train,"Therein behold themselves: I say again,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"For the mutable, rank-scented many, let them || Regard me as I do not flatter, and || Therein behold themselves: I say again, || In soothing them, we nourish 'gainst our senate || The cockle of rebellion, insolence, sedition,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=87,fallback_mode=true | unresolved_lexicon:therein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
26301,Coriolanus,3.1.109,Choler!,train,Choler!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"We let the people know't. || What, what? his choler? || Choler! || Were I as patient as the midnight sleep, || By Jove, 'twould be my mind!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=109,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
26311,Coriolanus,3.1.119,'Shall'!,train,'Shall'!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"His absolute 'shall'? || 'Twas from the canon. || 'Shall'! || O good but most unwise patricians! why, || You grave but reckless senators, have you thus",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=119,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
26351,Coriolanus,3.1.159,"Their mutinies and revolts, wherein they show'd",train,"Their mutinies and revolts, wherein they show'd",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"They would not thread the gates. This kind of service || Did not deserve corn gratis. Being i' the war || Their mutinies and revolts, wherein they show'd || Most valour, spoke not for them: the accusation || Which they have often made against the senate,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=159,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
26441,Coriolanus,3.1.245,"True,",train,"True,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"To unbuild the city and to lay all flat. || What is the city but the people? || True, || The people are the city. || By the consent of all, we were establish'd",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=245,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
26490,Coriolanus,3.1.292,"I prithee, noble friend, home to thy house,",train,"I prithee, noble friend, home to your house,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Sham it be put to that? || The gods forbid! || I prithee, noble friend, home to thy house, || Leave us to cure this cause. || For 'tis a sore upon us,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=292,fallback_mode=true | unresolved_lexicon:prithee | applied=\bthy\b->your:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
26545,Coriolanus,3.1.344,Peace!,train,Peace!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"He shall, sure on't. || Sir, sir,-- || Peace! || Do not cry havoc, where you should but hunt || With modest warrant.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=344,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
26681,Coriolanus,3.2.52,"Though therein you can never be too noble,",train,"Though therein you can never be too noble,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Must I then do't to them? || You are too absolute, || Though therein you can never be too noble, || But when extremities speak. I have heard you say, || Honour and policy, like unsever'd friends,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=52,fallback_mode=true | unresolved_lexicon:therein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
26718,Coriolanus,3.2.89,"I prithee now, my son,",train,"I prithee now, my son,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Not what is dangerous present, but the loss || Of what is past. || I prithee now, my son, || Go to them, with this bonnet in thy hand, || And thus far having stretch'd it--here be with them--",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=89,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
26731,Coriolanus,3.2.102,"Thyself, forsooth, hereafter theirs, so far",train,"Thyself, forsooth, hereafter theirs, so far",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Were fit for thee to use as they to claim, || In asking their good loves, but thou wilt frame || Thyself, forsooth, hereafter theirs, so far || As thou hast power and person. || This but done,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=102,fallback_mode=true | unresolved_lexicon:forsooth,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:forsooth
26737,Coriolanus,3.2.108,"Prithee now,",train,"Prithee now,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"For they have pardons, being ask'd, as free || As words to little purpose. || Prithee now, || Go, and be ruled: although I know thou hadst rather || Follow thine enemy in a fiery gulf",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=108,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
26749,Coriolanus,3.2.119,"Prithee now, say you will, and go about it.",train,"Prithee now, say you will, and go about it.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Can thereto frame his spirit. || He must, and will || Prithee now, say you will, and go about it. || Must I go show them my unbarbed sconce? || Must I with base tongue give my noble heart",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=119,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
26759,Coriolanus,3.2.129,"I prithee now, sweet son, as thou hast said",train,"I prithee now, sweet son, as you have said",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I shall discharge to the life. || Come, come, we'll prompt you. || I prithee now, sweet son, as thou hast said || My praises made thee first a soldier, so, || To have my praise for this, perform a part",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=2|line=129,fallback_mode=true | unresolved_lexicon:prithee | applied=\bthou\b->you:1;\bhast\b->have:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
26905,Coriolanus,3.3.95,Peace!,train,Peace!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Mark you this, people? || To the rock, to the rock with him! || Peace! || We need not put new matter to his charge: || What you have seen him do and heard him speak,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=3|line=95,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
26999,Coriolanus,4.1.13,"Nay! prithee, woman,--",train,"no! prithee, woman,--",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"The heart that conn'd them. || O heavens! O heavens! || Nay! prithee, woman,-- || Now the red pestilence strike all trades in Rome, || And occupations perish!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=1|line=13,fallback_mode=true | unresolved_lexicon:prithee | applied=\bnay\b->no:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
27238,Coriolanus,4.5.14,Away!,train,Away!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"head, that he gives entrance to such companions? || Pray, get you out. || Away! || Away! get you away. || Now thou'rt troublesome.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=5|line=14,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
27245,Coriolanus,4.5.20,"out of the house: prithee, call my master to him.",train,"out of the house: prithee, call my master to him.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"What fellow's this? || A strange one as ever I looked on: I cannot get him || out of the house: prithee, call my master to him. || What have you to do here, fellow? Pray you, avoid || the house.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=5|line=20,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
27258,Coriolanus,4.5.31,"What, you will not? Prithee, tell my master what a",train,"What, you will not? Prithee, tell my master what a",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"station, here's no place for you, pray you, avoid: come. || Follow your function, go, and batten on cold bits. || What, you will not? Prithee, tell my master what a || strange guest he has here. || And I shall.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=5|line=31,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
27623,Coriolanus,4.6.145,And therein show'd like enemies.,train,And therein show'd like enemies.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Should say 'Be good to Rome,' they charged him even || As those should do that had deserved his hate, || And therein show'd like enemies. || 'Tis true: || If he were putting to my house the brand",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=6|line=145,fallback_mode=true | unresolved_lexicon:therein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
27870,Coriolanus,5.2.34,"Prithee, fellow, remember my name is Menenius,",train,"Prithee, fellow, remember my name is Menenius,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"should not pass here, no, though it were as virtuous || to lie as to live chastely. Therefore, go back. || Prithee, fellow, remember my name is Menenius, || always factionary on the party of your general. || Howsoever you have been his liar, as you say you",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=2|line=34,fallback_mode=true | unresolved_lexicon:prithee,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
27923,Coriolanus,5.2.85,Away!,train,Away!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"here,--this, who, like a block, hath denied my || access to thee. || Away! || How! away! || Wife, mother, child, I know not. My affairs",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=2|line=85,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
27986,Coriolanus,5.3.25,"Wherein this trunk was framed, and in her hand",train,"Wherein this trunk was framed, and in her hand",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"In the same time 'tis made? I will not. || My wife comes foremost, then the honour'd mould || Wherein this trunk was framed, and in her hand || The grandchild to her blood. But, out, affection! || All bond and privilege of nature, break!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=25,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
28057,Coriolanus,5.3.94,Wherein I seem unnatural: desire not,train,Wherein I seem unnatural: desire not,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Dismiss my soldiers, or capitulate || Again with Rome's mechanics: tell me not || Wherein I seem unnatural: desire not || To ally my rages and revenges with || Your colder reasons.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=94,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
28247,Coriolanus,5.4.46,"Friend,",train,"Friend,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"A merrier day did never yet greet Rome, || No, not the expulsion of the Tarquins. || Friend, || Art thou certain this is true? is it most certain? || As certain as I know the sun is fire:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=4|line=46,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
28303,Coriolanus,5.6.15,If you do hold the same intent wherein,train,If you do hold the same intent wherein,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And with his charity slain. || Most noble sir, || If you do hold the same intent wherein || You wish'd us parties, we'll deliver you || Of your great danger.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=6|line=15,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
28394,Coriolanus,5.6.103,Marcius!,train,Marcius!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Traitor! how now! || Ay, traitor, Marcius! || Marcius! || Ay, Marcius, Caius Marcius: dost thou think || I'll grace thee with that robbery, thy stol'n name",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=6|line=103,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
28566,Cymbeline,1.1.87,"I will be known your advocate: marry, yet",train,"I will be known your advocate: marry, yet",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"That lock up your restraint. For you, Posthumus, || So soon as I can win the offended king, || I will be known your advocate: marry, yet || The fire of rage is in him, and 'twere good || You lean'd unto his sentence with what patience",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=87,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
28757,Cymbeline,1.3.9,Senseless Linen! happier therein than I!,train,Senseless Linen! happier therein than I!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Then waved his handkerchief? || And kiss'd it, madam. || Senseless Linen! happier therein than I! || And that was all? || No, madam, for so long",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=3|line=9,fallback_mode=true | unresolved_lexicon:therein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
28789,Cymbeline,1.3.41,"Betwixt two charming words, comes in my father",train,"Betwixt two charming words, comes in my father",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I am in heaven for him, or ere I could || Give him that parting kiss which I had set || Betwixt two charming words, comes in my father || And like the tyrannous breathing of the north || Shakes all our buds from growing.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=3|line=41,fallback_mode=true | unresolved_lexicon:betwixt,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:betwixt
28811,Cymbeline,1.4.11,"This matter of marrying his king's daughter, wherein",train,"This matter of marrying his king's daughter, wherein",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I have seen him in France: we had very many there || could behold the sun with as firm eyes as he. || This matter of marrying his king's daughter, wherein || he must be weighed rather by her value than his own, || words him, I doubt not, a great deal from the matter.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=11,fallback_mode=true | unresolved_lexicon:wherein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
28821,Cymbeline,1.4.21,acquaintance?,train,acquaintance?,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"taking a beggar without less quality. But how comes || it he is to sojourn with you? How creeps || acquaintance? || His father and I were soldiers together, to whom I || have been often bound for no less than my life.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=21,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
28927,Cymbeline,1.4.126,"You are afraid, and therein the wiser. If you buy",train,"You are afraid, and therein the wiser. If you buy",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I will wage against your gold, gold to it: my ring || I hold dear as my finger, 'tis part of it. || You are afraid, and therein the wiser. If you buy || ladies' flesh at a million a dram, you cannot || preserve it from tainting: but I see you have some",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=126,fallback_mode=true | unresolved_lexicon:therein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
28949,Cymbeline,1.4.148,"betwixt us. Only, thus far you shall answer: if",train,"betwixt us. Only, thus far you shall answer: if",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"free entertainment. || I embrace these conditions, let us have articles || betwixt us. Only, thus far you shall answer: if || you make your voyage upon her and give me directly || to understand you have prevailed, I am no further",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=148,fallback_mode=true | unresolved_lexicon:betwixt,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:betwixt
28962,Cymbeline,1.4.161,Agreed.,train,Agreed.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"starve: I will fetch my gold and have our two || wagers recorded. || Agreed. || Will this hold, think you? || Signior Iachimo will not from it.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=161,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
28973,Cymbeline,1.5.4,Dispatch.,train,Dispatch.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Make haste: who has the note of them? || I, madam. || Dispatch. || Now, master doctor, have you brought those drugs? || Pleaseth your highness, ay: here they are, madam:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=5|line=4,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
29235,Cymbeline,1.6.150,Revenged!,train,Revenged!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Or she that bore you was no queen, and you || Recoil from your great stock. || Revenged! || How should I be revenged? If this be true,-- || As I have such a heart that both mine ears",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=6|line=150,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
29241,Cymbeline,1.6.156,"Live, like Diana's priest, betwixt cold sheets,",train,"Live, like Diana's pri, betwixt cold sheets,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"How should I be revenged? || Should he make me || Live, like Diana's priest, betwixt cold sheets, || Whiles he is vaulting variable ramps, || In your despite, upon your purse? Revenge it.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=6|line=156,fallback_mode=true | unresolved_lexicon:betwixt,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:betwixt
29306,Cymbeline,1.6.221,"Willingly,",train,"Willingly,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"To have them in safe stowage: may it please you || To take them in protection? || Willingly, || And pawn mine honour for their safety: since || My lord hath interest in them, I will keep them",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=6|line=221,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
29390,Cymbeline,2.1.56,"Betwixt a father by thy step-dame govern'd,",train,"Betwixt a father by your step-dame govern'd,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And leave eighteen. Alas, poor princess, || Thou divine Imogen, what thou endurest, || Betwixt a father by thy step-dame govern'd, || A mother hourly coining plots, a wooer || More hateful than the foul expulsion is",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=1|line=56,fallback_mode=true | unresolved_lexicon:betwixt | applied=\bthy\b->your:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:betwixt
29410,Cymbeline,2.2.10,"I prithee, call me. Sleep hath seized me wholly",train,"I prithee, call me. Sleep has seized me wholly",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Take not away the taper, leave it burning, || And if thou canst awake by four o' the clock, || I prithee, call me. Sleep hath seized me wholly || To your protection I commend me, gods. || From fairies and the tempters of the night",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=2|line=10,fallback_mode=true | unresolved_lexicon:prithee | applied=\bhath\b->has:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:prithee
29518,Cymbeline,2.2.108,And therein you are senseless.,train,And therein you are senseless.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"You tender to her, that you in all obey her, || Save when command to your dismission tends, || And therein you are senseless. || Senseless! not so. || So like you, sir, ambassadors from Rome,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=2|line=108,fallback_mode=true | unresolved_lexicon:therein,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
29739,Cymbeline,2.4.83,Proceed.,train,Proceed.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"You'll give me leave to spare, when you shall find || You need it not. || Proceed. || First, her bedchamber,-- || Where, I confess, I slept not, but profess",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=83,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
29782,Cymbeline,2.4.125,Jove!,train,Jove!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And now 'tis up again: it must be married || To that your diamond, I'll keep them. || Jove! || Once more let me behold it: is it that || Which I left with her?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=125,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
